Date,Year,Month,Product_Code,Daily_Net_Demand,Positive_Demand,Negative_Adjustment,Order_Records
2016-10-13,2016,2016-10,Product_1248,117000,117000,0,4
2016-10-13,2016,2016-10,Product_1359,123000,123000,0,10
2016-10-14,2016,2016-10,Product_1248,20000,20000,0,2
2016-10-14,2016,2016-10,Product_1359,496000,496000,0,14
2016-10-17,2016,2016-10,Product_1248,10000,10000,0,3
2016-10-17,2016,2016-10,Product_1359,289000,289000,0,9
2016-10-18,2016,2016-10,Product_1248,520000,520000,0,3
2016-10-18,2016,2016-10,Product_1359,68000,68000,0,6
2016-10-19,2016,2016-10,Product_1248,77000,77000,0,6
2016-10-19,2016,2016-10,Product_1359,141000,141000,0,13
2016-10-20,2016,2016-10,Product_1248,46000,46000,0,6
2016-10-20,2016,2016-10,Product_1359,632000,632000,0,10
2016-10-21,2016,2016-10,Product_1248,245000,245000,0,9
2016-10-21,2016,2016-10,Product_1359,475000,475000,0,15
2016-10-24,2016,2016-10,Product_1248,48000,48000,0,6
2016-10-24,2016,2016-10,Product_1359,165000,180000,15000,15
2016-10-25,2016,2016-10,Product_1248,50000,50000,0,3
2016-10-25,2016,2016-10,Product_1359,203000,203000,0,14
2016-10-26,2016,2016-10,Product_1248,514000,514000,0,4
2016-10-26,2016,2016-10,Product_1359,308000,308000,0,12
2016-10-27,2016,2016-10,Product_1248,358000,358000,0,4
2016-10-27,2016,2016-10,Product_1359,110000,110000,0,8
2016-10-28,2016,2016-10,Product_1248,90000,90000,0,7
2016-10-28,2016,2016-10,Product_1359,119000,119000,0,7
2016-10-30,2016,2016-10,Product_1359,127000,127000,0,3
2016-10-31,2016,2016-10,Product_1248,221000,221000,0,6
2016-10-31,2016,2016-10,Product_1359,408000,408000,0,10
2016-11-01,2016,2016-11,Product_1248,700000,700000,0,10
2016-11-01,2016,2016-11,Product_1359,759000,759000,0,24
2016-11-02,2016,2016-11,Product_1248,50000,50000,0,1
2016-11-02,2016,2016-11,Product_1359,456000,456000,0,14
2016-11-04,2016,2016-11,Product_1248,305000,305000,0,7
2016-11-04,2016,2016-11,Product_1359,1249000,1249000,0,14
2016-11-07,2016,2016-11,Product_1248,56000,56000,0,5
2016-11-07,2016,2016-11,Product_1359,392000,392000,0,15
2016-11-08,2016,2016-11,Product_1248,527000,527000,0,8
2016-11-08,2016,2016-11,Product_1359,415000,415000,0,8
2016-11-09,2016,2016-11,Product_1248,776000,776000,0,5
2016-11-09,2016,2016-11,Product_1359,427000,427000,0,10
2016-11-10,2016,2016-11,Product_1248,221000,221000,0,5
2016-11-10,2016,2016-11,Product_1359,1182000,1182000,0,12
2016-11-11,2016,2016-11,Product_1248,103000,103000,0,2
2016-11-11,2016,2016-11,Product_1359,127000,127000,0,10
2016-11-14,2016,2016-11,Product_1248,230000,230000,0,5
2016-11-14,2016,2016-11,Product_1359,259000,259000,0,12
2016-11-15,2016,2016-11,Product_1248,612000,612000,0,4
2016-11-15,2016,2016-11,Product_1359,498000,498000,0,10
2016-11-16,2016,2016-11,Product_1248,15000,15000,0,2
2016-11-16,2016,2016-11,Product_1359,330000,330000,0,9
2016-11-17,2016,2016-11,Product_1248,7000,7000,0,1
2016-11-17,2016,2016-11,Product_1359,66000,66000,0,7
2016-11-18,2016,2016-11,Product_1248,158000,158000,0,6
2016-11-18,2016,2016-11,Product_1359,340000,340000,0,12
2016-11-21,2016,2016-11,Product_1248,1212000,1212000,0,7
2016-11-21,2016,2016-11,Product_1359,115000,115000,0,10
2016-11-22,2016,2016-11,Product_1248,77000,77000,0,6
2016-11-22,2016,2016-11,Product_1359,577000,577000,0,12
2016-11-24,2016,2016-11,Product_1248,200000,200000,0,12
2016-11-24,2016,2016-11,Product_1359,318000,318000,0,17
2016-11-25,2016,2016-11,Product_1248,27000,27000,0,4
2016-11-25,2016,2016-11,Product_1359,71000,71000,0,8
2016-11-28,2016,2016-11,Product_1248,184000,184000,0,4
2016-11-28,2016,2016-11,Product_1359,733000,733000,0,10
2016-11-29,2016,2016-11,Product_1248,261000,261000,0,4
2016-11-29,2016,2016-11,Product_1359,109000,109000,0,8
2016-11-30,2016,2016-11,Product_1248,822000,822000,0,8
2016-11-30,2016,2016-11,Product_1359,391000,391000,0,12
2016-12-01,2016,2016-12,Product_1248,645000,645000,0,10
2016-12-01,2016,2016-12,Product_1359,329000,329000,0,13
2016-12-02,2016,2016-12,Product_1248,104000,104000,0,3
2016-12-02,2016,2016-12,Product_1359,258000,258000,0,12
2016-12-05,2016,2016-12,Product_1359,210000,210000,0,10
2016-12-06,2016,2016-12,Product_1248,57000,57000,0,4
2016-12-06,2016,2016-12,Product_1359,306000,306000,0,11
2016-12-07,2016,2016-12,Product_1248,930000,930000,0,2
2016-12-07,2016,2016-12,Product_1359,284000,284000,0,12
2016-12-08,2016,2016-12,Product_1248,123000,123000,0,4
2016-12-08,2016,2016-12,Product_1359,189000,189000,0,9
2016-12-09,2016,2016-12,Product_1248,330000,330000,0,3
2016-12-09,2016,2016-12,Product_1359,655000,655000,0,18
2016-12-12,2016,2016-12,Product_1248,58000,58000,0,3
2016-12-12,2016,2016-12,Product_1359,68000,68000,0,5
2016-12-13,2016,2016-12,Product_1248,1341000,1341000,0,6
2016-12-13,2016,2016-12,Product_1359,573000,573000,0,10
2016-12-14,2016,2016-12,Product_1248,110000,110000,0,5
2016-12-14,2016,2016-12,Product_1359,536000,536000,0,14
2016-12-15,2016,2016-12,Product_1248,807000,807000,0,8
2016-12-15,2016,2016-12,Product_1359,263000,263000,0,7
2016-12-16,2016,2016-12,Product_1248,103000,103000,0,8
2016-12-16,2016,2016-12,Product_1359,277000,277000,0,15
2016-12-19,2016,2016-12,Product_1248,528000,528000,0,3
2016-12-19,2016,2016-12,Product_1359,397000,397000,0,13
2016-12-20,2016,2016-12,Product_1248,162000,162000,0,3
2016-12-20,2016,2016-12,Product_1359,328000,328000,0,14
2016-12-21,2016,2016-12,Product_1248,572000,572000,0,8
2016-12-21,2016,2016-12,Product_1359,284000,284000,0,17
2016-12-22,2016,2016-12,Product_1248,10000,10000,0,1
2016-12-22,2016,2016-12,Product_1359,180000,180000,0,8
2016-12-26,2016,2016-12,Product_1248,301000,301000,0,3
2016-12-26,2016,2016-12,Product_1359,286000,286000,0,12
2016-12-27,2016,2016-12,Product_1248,0,0,0,1
2016-12-27,2016,2016-12,Product_1359,90000,90000,0,6
2016-12-28,2016,2016-12,Product_1248,53000,53000,0,2
2016-12-28,2016,2016-12,Product_1359,140000,140000,0,7
